fra;sexe;jour;n_dose1;n_complet;n_rappel;n_2_rappel;n_rappel_biv;n_3_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;n_cum_2_rappel;n_cum_rappel_biv;n_cum_3_rappel;couv_dose1;couv_complet;couv_rappel;couv_2_rappel;couv_rappel_biv;couv_3_rappel
FR;0;2022-06-18;857;1038;4501;11720;0;67;54517609;53612230;40138268;2567263;0;8329;80.3;79.0;59.1;3.8;0.0;0.0
FR;0;2022-06-19;183;208;1131;1701;0;14;54517792;53612438;40139399;2568964;0;8343;80.3;79.0;59.1;3.8;0.0;0.0
FR;0;2022-06-20;1027;1204;8569;27022;0;156;54518819;53613642;40147968;2595986;0;8499;80.3;79.0;59.2;3.8;0.0;0.0
FR;0;2022-06-21;1329;1540;9340;51283;0;264;54520148;53615182;40157308;2647269;0;8763;80.3;79.0;59.2;3.9;0.0;0.0
FR;0;2022-06-22;1398;1809;8430;40009;0;256;54521546;53616991;40165738;2687278;0;9019;80.3;79.0;59.2;4.0;0.0;0.0
FR;0;2022-06-23;1229;1366;9886;56247;0;320;54522775;53618357;40175624;2743525;0;9339;80.3;79.0;59.2;4.0;0.0;0.0
FR;0;2022-06-24;1493;1751;12309;71005;0;405;54524268;53620108;40187933;2814530;0;9744;80.3;79.0;59.2;4.1;0.0;0.0
FR;0;2022-06-25;939;1112;5989;20778;0;177;54525207;53621220;40193922;2835308;0;9921;80.3;79.0;59.2;4.2;0.0;0.0
FR;0;2022-06-26;229;259;1818;3966;0;39;54525436;53621479;40195740;2839274;0;9960;80.3;79.0;59.2;4.2;0.0;0.0
FR;0;2022-06-27;1134;1179;9636;49765;0;339;54526570;53622658;40205376;2889039;0;10299;80.3;79.0;59.2;4.3;0.0;0.0
FR;0;2022-06-28;1464;1585;13092;93194;0;624;54528034;53624243;40218468;2982233;0;10923;80.3;79.0;59.3;4.4;0.0;0.0
FR;0;2022-06-29;1713;1848;11242;73040;0;548;54529747;53626091;40229710;3055273;0;11471;80.4;79.0;59.3;4.5;0.0;0.0
FR;0;2022-06-30;1538;1661;12477;97185;0;724;54531285;53627752;40242187;3152458;0;12195;80.4;79.0;59.3;4.6;0.0;0.0
FR;0;2022-07-01;2017;2310;18861;118587;0;954;54533302;53630062;40261048;3271045;0;13149;80.4;79.0;59.3;4.8;0.0;0.0
FR;0;2022-07-02;1088;1108;7705;36876;0;342;54534390;53631170;40268753;3307921;0;13491;80.4;79.0;59.3;4.9;0.0;0.0
FR;0;2022-07-03;294;320;1898;6805;0;79;54534684;53631490;40270651;3314726;0;13570;80.4;79.0;59.3;4.9;0.0;0.0
FR;0;2022-07-04;1972;2338;12993;81308;0;639;54536656;53633828;40283644;3396034;0;14209;80.4;79.0;59.4;5.0;0.0;0.0
FR;0;2022-07-05;1799;1805;16025;135573;0;1146;54538455;53635633;40299669;3531607;0;15355;80.4;79.0;59.4;5.2;0.0;0.0
FR;0;2022-07-06;1849;1856;13651;101172;0;900;54540304;53637489;40313320;3632779;0;16255;80.4;79.0;59.4;5.4;0.0;0.0
FR;0;2022-07-07;1717;1712;14789;128369;0;1179;54542021;53639201;40328109;3761148;0;17434;80.4;79.0;59.4;5.5;0.0;0.0
FR;0;2022-07-08;1894;1857;16769;140085;0;1347;54543915;53641058;40344878;3901233;0;18781;80.4;79.0;59.4;5.7;0.0;0.0
FR;0;2022-07-09;868;883;6693;38769;0;426;54544783;53641941;40351571;3940002;0;19207;80.4;79.0;59.5;5.8;0.0;0.0
FR;0;2022-07-10;272;441;2125;7395;0;94;54545055;53642382;40353696;3947397;0;19301;80.4;79.0;59.5;5.8;0.0;0.0
FR;0;2022-07-11;1459;1405;12514;90476;0;801;54546514;53643787;40366210;4037873;0;20102;80.4;79.0;59.5;5.9;0.0;0.0
FR;0;2022-07-12;1844;1716;16735;146678;0;1604;54548358;53645503;40382945;4184551;0;21706;80.4;79.0;59.5;6.2;0.0;0.0
FR;0;2022-07-13;1784;1666;13278;96402;0;1080;54550142;53647169;40396223;4280953;0;22786;80.4;79.1;59.5;6.3;0.0;0.0
FR;0;2022-07-14;187;221;1836;5707;0;82;54550329;53647390;40398059;4286660;0;22868;80.4;79.1;59.5;6.3;0.0;0.0
FR;0;2022-07-15;1487;1441;12601;86624;0;1035;54551816;53648831;40410660;4373284;0;23903;80.4;79.1;59.5;6.4;0.0;0.0
FR;0;2022-07-16;628;699;5155;25674;0;327;54552444;53649530;40415815;4398958;0;24230;80.4;79.1;59.6;6.5;0.0;0.0
FR;0;2022-07-17;182;218;1570;4938;0;66;54552626;53649748;40417385;4403896;0;24296;80.4;79.1;59.6;6.5;0.0;0.0
FR;0;2022-07-18;1132;1342;9979;63673;0;780;54553758;53651090;40427364;4467569;0;25076;80.4;79.1;59.6;6.6;0.0;0.0
FR;0;2022-07-19;1423;1396;12296;105898;0;1459;54555181;53652486;40439660;4573467;0;26535;80.4;79.1;59.6;6.7;0.0;0.0
FR;0;2022-07-20;1430;1470;10744;79173;0;1051;54556611;53653956;40450404;4652640;0;27586;80.4;79.1;59.6;6.9;0.0;0.0
FR;0;2022-07-21;1289;1372;10500;89730;0;1316;54557900;53655328;40460904;4742370;0;28902;80.4;79.1;59.6;7.0;0.0;0.0
FR;0;2022-07-22;1433;1470;11974;91420;0;1347;54559333;53656798;40472878;4833790;0;30249;80.4;79.1;59.6;7.1;0.0;0.0
FR;0;2022-07-23;685;821;4858;23081;0;411;54560018;53657619;40477736;4856871;0;30660;80.4;79.1;59.6;7.2;0.0;0.0
FR;0;2022-07-24;186;204;1243;4132;0;72;54560204;53657823;40478979;4861003;0;30732;80.4;79.1;59.6;7.2;0.0;0.0
FR;0;2022-07-25;1061;1149;7845;49519;0;737;54561265;53658972;40486824;4910522;0;31469;80.4;79.1;59.7;7.2;0.0;0.0
FR;0;2022-07-26;1301;1323;10829;87137;0;1311;54562566;53660295;40497653;4997659;0;32780;80.4;79.1;59.7;7.4;0.0;0.0
FR;0;2022-07-27;1226;1341;8530;62522;0;971;54563792;53661636;40506183;5060181;0;33751;80.4;79.1;59.7;7.5;0.0;0.0
FR;0;2022-07-28;1094;1261;8226;65648;0;1046;54564886;53662897;40514409;5125829;0;34797;80.4;79.1;59.7;7.6;0.0;0.1
FR;0;2022-07-29;1282;1387;8765;67331;0;1140;54566168;53664284;40523174;5193160;0;35937;80.4;79.1;59.7;7.7;0.0;0.1
FR;0;2022-07-30;503;604;2974;15666;0;303;54566671;53664888;40526148;5208826;0;36240;80.4;79.1;59.7;7.7;0.0;0.1
FR;0;2022-07-31;154;185;788;2588;0;49;54566825;53665073;40526936;5211414;0;36289;80.4;79.1;59.7;7.7;0.0;0.1
FR;0;2022-08-01;1005;1262;6399;31314;0;549;54567830;53666335;40533335;5242728;0;36838;80.4;79.1;59.7;7.7;0.0;0.1
FR;0;2022-08-02;1056;1157;6895;56808;0;1170;54568886;53667492;40540230;5299536;0;38008;80.4;79.1;59.7;7.8;0.0;0.1
FR;0;2022-08-03;852;903;5150;39421;0;702;54569738;53668395;40545380;5338957;0;38710;80.4;79.1;59.7;7.9;0.0;0.1
FR;0;2022-08-04;741;783;5307;43726;0;917;54570479;53669178;40550687;5382683;0;39627;80.4;79.1;59.8;7.9;0.0;0.1
FR;0;2022-08-05;861;972;5681;45631;0;993;54571340;53670150;40556368;5428314;0;40620;80.4;79.1;59.8;8.0;0.0;0.1
FR;0;2022-08-06;341;401;1759;9568;0;228;54571681;53670551;40558127;5437882;0;40848;80.4;79.1;59.8;8.0;0.0;0.1
FR;0;2022-08-07;104;120;453;1703;0;38;54571785;53670671;40558580;5439585;0;40886;80.4;79.1;59.8;8.0;0.0;0.1
FR;0;2022-08-08;676;921;3293;22544;0;490;54572461;53671592;40561873;5462129;0;41376;80.4;79.1;59.8;8.0;0.0;0.1
FR;0;2022-08-09;748;854;4804;40446;0;844;54573209;53672446;40566677;5502575;0;42220;80.4;79.1;59.8;8.1;0.0;0.1
FR;0;2022-08-10;674;1008;3797;28392;0;652;54573883;53673454;40570474;5530967;0;42872;80.4;79.1;59.8;8.2;0.0;0.1
FR;0;2022-08-11;640;744;3713;29589;0;676;54574523;53674198;40574187;5560556;0;43548;80.4;79.1;59.8;8.2;0.0;0.1
FR;0;2022-08-12;849;851;3920;28656;0;704;54575372;53675049;40578107;5589212;0;44252;80.4;79.1;59.8;8.2;0.0;0.1
FR;0;2022-08-13;363;325;1120;5419;0;121;54575735;53675374;40579227;5594631;0;44373;80.4;79.1;59.8;8.2;0.0;0.1
FR;0;2022-08-14;74;104;247;995;0;25;54575809;53675478;40579474;5595626;0;44398;80.4;79.1;59.8;8.2;0.0;0.1
FR;0;2022-08-15;117;198;558;618;0;19;54575926;53675676;40580032;5596244;0;44417;80.4;79.1;59.8;8.2;0.0;0.1
FR;0;2022-08-16;646;840;3356;22372;0;615;54576572;53676516;40583388;5618616;0;45032;80.4;79.1;59.8;8.3;0.0;0.1
FR;0;2022-08-17;654;816;3294;23141;0;620;54577226;53677332;40586682;5641757;0;45652;80.4;79.1;59.8;8.3;0.0;0.1
FR;0;2022-08-18;637;806;3262;26545;0;673;54577863;53678138;40589944;5668302;0;46325;80.4;79.1;59.8;8.4;0.0;0.1
FR;0;2022-08-19;607;875;3694;27565;0;766;54578470;53679013;40593638;5695867;0;47091;80.4;79.1;59.8;8.4;0.0;0.1
FR;0;2022-08-20;311;402;1171;5728;0;146;54578781;53679415;40594809;5701595;0;47237;80.4;79.1;59.8;8.4;0.0;0.1
FR;0;2022-08-21;97;96;267;1044;0;27;54578878;53679511;40595076;5702639;0;47264;80.4;79.1;59.8;8.4;0.0;0.1
FR;0;2022-08-22;584;780;2798;15688;0;425;54579462;53680291;40597874;5718327;0;47689;80.4;79.1;59.8;8.4;0.0;0.1
FR;0;2022-08-23;733;853;3610;29091;0;870;54580195;53681144;40601484;5747418;0;48559;80.4;79.1;59.8;8.5;0.0;0.1
FR;0;2022-08-24;670;786;2860;19729;0;608;54580865;53681930;40604344;5767147;0;49167;80.4;79.1;59.8;8.5;0.0;0.1
FR;0;2022-08-25;626;731;3295;23666;0;673;54581491;53682661;40607639;5790813;0;49840;80.4;79.1;59.8;8.5;0.0;0.1
FR;0;2022-08-26;862;961;3671;26257;0;777;54582353;53683622;40611310;5817070;0;50617;80.4;79.1;59.8;8.6;0.0;0.1
FR;0;2022-08-27;299;362;1244;5533;0;194;54582652;53683984;40612554;5822603;0;50811;80.4;79.1;59.8;8.6;0.0;0.1
FR;0;2022-08-28;125;117;288;966;0;38;54582777;53684101;40612842;5823569;0;50849;80.4;79.1;59.8;8.6;0.0;0.1
FR;0;2022-08-29;623;770;2614;14985;0;433;54583400;53684871;40615456;5838554;0;51282;80.4;79.1;59.8;8.6;0.0;0.1
FR;0;2022-08-30;855;900;3914;28883;0;823;54584255;53685771;40619370;5867437;0;52105;80.4;79.1;59.9;8.6;0.0;0.1
FR;0;2022-08-31;697;745;2718;17911;0;508;54584952;53686516;40622088;5885348;0;52613;80.4;79.1;59.9;8.7;0.0;0.1
FR;0;2022-09-01;763;709;3827;22768;0;623;54585715;53687225;40625915;5908116;0;53236;80.4;79.1;59.9;8.7;0.0;0.1
FR;0;2022-09-02;998;849;4258;28909;0;914;54586713;53688074;40630173;5937025;0;54150;80.4;79.1;59.9;8.7;0.0;0.1
FR;0;2022-09-03;422;425;1667;6323;0;181;54587135;53688499;40631840;5943348;0;54331;80.4;79.1;59.9;8.8;0.0;0.1
FR;0;2022-09-04;135;85;347;945;0;24;54587270;53688584;40632187;5944293;0;54355;80.4;79.1;59.9;8.8;0.0;0.1
FR;0;2022-09-05;779;739;2658;16379;0;523;54588049;53689323;40634845;5960672;0;54878;80.4;79.1;59.9;8.8;0.0;0.1
FR;0;2022-09-06;925;681;3873;32082;0;1040;54588974;53690004;40638718;5992754;0;55918;80.4;79.1;59.9;8.8;0.0;0.1
FR;0;2022-09-07;713;573;2482;16972;0;573;54589687;53690577;40641200;6009726;0;56491;80.4;79.1;59.9;8.9;0.0;0.1
FR;0;2022-09-08;635;597;3142;24957;0;818;54590322;53691174;40644342;6034683;0;57309;80.4;79.1;59.9;8.9;0.0;0.1
FR;0;2022-09-09;852;683;3686;27836;0;951;54591174;53691857;40648028;6062519;0;58260;80.4;79.1;59.9;8.9;0.0;0.1
FR;0;2022-09-10;408;480;1539;5917;0;207;54591582;53692337;40649567;6068436;0;58467;80.4;79.1;59.9;8.9;0.0;0.1
FR;0;2022-09-11;124;93;307;716;0;17;54591706;53692430;40649874;6069152;0;58484;80.4;79.1;59.9;8.9;0.0;0.1
FR;0;2022-09-12;523;463;2296;13590;0;478;54592229;53692893;40652170;6082742;0;58962;80.4;79.1;59.9;9.0;0.0;0.1
FR;0;2022-09-13;683;562;3490;26398;0;875;54592912;53693455;40655660;6109140;0;59837;80.4;79.1;59.9;9.0;0.0;0.1
FR;0;2022-09-14;710;595;2485;16421;0;573;54593622;53694050;40658145;6125561;0;60410;80.4;79.1;59.9;9.0;0.0;0.1
FR;0;2022-09-15;579;602;2967;23656;0;728;54594201;53694652;40661112;6149217;0;61138;80.4;79.1;59.9;9.1;0.0;0.1
FR;0;2022-09-16;799;734;3489;26139;0;932;54595000;53695386;40664601;6175356;0;62070;80.4;79.1;59.9;9.1;0.0;0.1
FR;0;2022-09-17;395;392;1284;6238;0;243;54595395;53695778;40665885;6181594;0;62313;80.4;79.1;59.9;9.1;0.0;0.1
FR;0;2022-09-18;117;123;292;1017;0;37;54595512;53695901;40666177;6182611;0;62350;80.4;79.1;59.9;9.1;0.0;0.1
FR;0;2022-09-19;482;451;1936;13402;0;437;54595994;53696352;40668113;6196013;0;62787;80.4;79.1;59.9;9.1;0.0;0.1
FR;0;2022-09-20;646;659;3158;26516;0;893;54596640;53697011;40671271;6222529;0;63680;80.5;79.1;59.9;9.2;0.0;0.1
FR;0;2022-09-21;591;580;2355;16250;0;587;54597231;53697591;40673626;6238779;0;64267;80.5;79.1;59.9;9.2;0.0;0.1
FR;0;2022-09-22;601;575;2810;23850;0;775;54597832;53698166;40676436;6262629;0;65042;80.5;79.1;59.9;9.2;0.0;0.1
FR;0;2022-09-23;839;776;3764;28903;0;1021;54598671;53698942;40680200;6291532;0;66063;80.5;79.1;59.9;9.3;0.0;0.1
FR;0;2022-09-24;428;474;1422;7091;0;308;54599099;53699416;40681622;6298623;0;66371;80.5;79.1;59.9;9.3;0.0;0.1
FR;0;2022-09-25;99;149;307;1143;0;37;54599198;53699565;40681929;6299766;0;66408;80.5;79.1;59.9;9.3;0.0;0.1
FR;0;2022-09-26;437;485;2019;13650;0;435;54599635;53700050;40683948;6313416;0;66843;80.5;79.1;59.9;9.3;0.0;0.1
FR;0;2022-09-27;615;615;2910;26099;0;959;54600250;53700665;40686858;6339515;0;67802;80.5;79.1;60.0;9.3;0.0;0.1
FR;0;2022-09-28;635;635;2305;15516;0;622;54600885;53701300;40689163;6355031;0;68424;80.5;79.1;60.0;9.4;0.0;0.1
FR;0;2022-09-29;566;547;2651;21088;43;810;54601451;53701847;40691814;6376119;43;69234;80.5;79.1;60.0;9.4;0.0;0.1
FR;0;2022-09-30;787;845;3302;25831;715;1052;54602238;53702692;40695116;6401950;758;70286;80.5;79.1;60.0;9.4;0.0;0.1
FR;0;2022-10-01;431;566;1737;6212;396;318;54602669;53703258;40696853;6408162;1154;70604;80.5;79.1;60.0;9.4;0.0;0.1
FR;0;2022-10-02;63;97;215;665;66;42;54602732;53703355;40697068;6408827;1220;70646;80.5;79.1;60.0;9.4;0.0;0.1
FR;0;2022-10-03;632;785;2195;12231;2074;745;54603364;53704140;40699263;6421058;3294;71391;80.5;79.1;60.0;9.5;0.0;0.1
FR;0;2022-10-04;756;580;2786;23685;4704;1585;54604120;53704720;40702049;6444743;7998;72976;80.5;79.1;60.0;9.5;0.0;0.1
FR;0;2022-10-05;607;633;2163;14750;3658;1210;54604727;53705353;40704212;6459493;11656;74186;80.5;79.1;60.0;9.5;0.0;0.1
FR;0;2022-10-06;552;543;2522;21898;6668;1910;54605279;53705896;40706734;6481391;18324;76096;80.5;79.1;60.0;9.6;0.0;0.1
FR;0;2022-10-07;735;742;3478;30398;16875;3207;54606014;53706638;40710212;6511789;35199;79303;80.5;79.1;60.0;9.6;0.1;0.1
FR;0;2022-10-08;356;383;1410;8601;6699;1171;54606370;53707021;40711622;6520390;41898;80474;80.5;79.1;60.0;9.6;0.1;0.1
FR;0;2022-10-09;109;117;312;1650;1511;297;54606479;53707138;40711934;6522040;43409;80771;80.5;79.1;60.0;9.6;0.1;0.1
FR;0;2022-10-10;509;658;2523;20887;19597;3272;54606988;53707796;40714457;6542927;63006;84043;80.5;79.1;60.0;9.6;0.1;0.1
FR;0;2022-10-11;620;555;3573;40685;40193;6391;54607608;53708351;40718030;6583612;103199;90434;80.5;79.1;60.0;9.7;0.2;0.1
FR;0;2022-10-12;605;639;2776;27089;27307;4696;54608213;53708990;40720806;6610701;130506;95130;80.5;79.1;60.0;9.7;0.2;0.1
FR;0;2022-10-13;627;609;3138;38924;40609;6608;54608840;53709599;40723944;6649625;171115;101738;80.5;79.1;60.0;9.8;0.3;0.1
FR;0;2022-10-14;761;784;3959;48143;51137;7864;54609601;53710383;40727903;6697768;222252;109602;80.5;79.1;60.0;9.9;0.3;0.2
FR;0;2022-10-15;368;429;1630;11965;13091;2274;54609969;53710812;40729533;6709733;235343;111876;80.5;79.1;60.0;9.9;0.3;0.2
FR;0;2022-10-16;94;86;356;2012;2347;479;54610063;53710898;40729889;6711745;237690;112355;80.5;79.1;60.0;9.9;0.4;0.2
FR;0;2022-10-17;440;497;2487;26838;30793;5409;54610503;53711395;40732376;6738583;268483;117764;80.5;79.1;60.0;9.9;0.4;0.2
FR;0;2022-10-18;610;535;3762;46667;55450;11701;54611113;53711930;40736138;6785250;323933;129465;80.5;79.1;60.0;10.0;0.5;0.2
FR;0;2022-10-19;570;625;3076;34756;42482;9263;54611683;53712555;40739214;6820006;366415;138728;80.5;79.1;60.0;10.0;0.5;0.2
FR;0;2022-10-20;617;595;3731;50132;60538;12937;54612300;53713150;40742945;6870138;426953;151665;80.5;79.1;60.0;10.1;0.6;0.2
FR;0;2022-10-21;690;711;4519;57715;70967;14299;54612990;53713861;40747464;6927853;497920;165964;80.5;79.1;60.0;10.2;0.7;0.2
FR;0;2022-10-22;335;335;1321;13107;15939;3386;54613325;53714196;40748785;6940960;513859;169350;80.5;79.2;60.0;10.2;0.8;0.2
FR;0;2022-10-23;98;102;266;2166;2758;631;54613423;53714298;40749051;6943126;516617;169981;80.5;79.2;60.0;10.2;0.8;0.3
FR;0;2022-10-24;552;425;2687;27565;35497;7810;54613975;53714723;40751738;6970691;552114;177791;80.5;79.2;60.0;10.3;0.8;0.3
FR;0;2022-10-25;598;535;3805;49791;65256;15451;54614573;53715258;40755543;7020482;617370;193242;80.5;79.2;60.1;10.3;0.9;0.3
FR;0;2022-10-26;535;485;2901;32930;44001;11024;54615108;53715743;40758444;7053412;661371;204266;80.5;79.2;60.1;10.4;1.0;0.3
FR;0;2022-10-27;592;499;3349;41274;54477;13138;54615700;53716242;40761793;7094686;715848;217404;80.5;79.2;60.1;10.5;1.1;0.3
FR;0;2022-10-28;706;638;3505;45009;58280;13189;54616406;53716880;40765298;7139695;774128;230593;80.5;79.2;60.1;10.5;1.1;0.3
FR;0;2022-10-29;260;262;1082;9633;12523;3012;54616666;53717142;40766380;7149328;786651;233605;80.5;79.2;60.1;10.5;1.2;0.3
FR;0;2022-10-30;87;98;249;1646;2145;540;54616753;53717240;40766629;7150974;788796;234145;80.5;79.2;60.1;10.5;1.2;0.3
FR;0;2022-10-31;382;358;1626;16427;22207;5505;54617135;53717598;40768255;7167401;811003;239650;80.5;79.2;60.1;10.6;1.2;0.4
FR;0;2022-11-01;136;153;963;1166;1697;504;54617271;53717751;40769218;7168567;812700;240154;80.5;79.2;60.1;10.6;1.2;0.4
FR;0;2022-11-02;527;506;2584;25881;36654;10143;54617798;53718257;40771802;7194448;849354;250297;80.5;79.2;60.1;10.6;1.3;0.4
FR;0;2022-11-03;645;538;3119;40799;57043;15380;54618443;53718795;40774921;7235247;906397;265677;80.5;79.2;60.1;10.7;1.3;0.4
FR;0;2022-11-04;660;578;3519;44289;60568;15270;54619103;53719373;40778440;7279536;966965;280947;80.5;79.2;60.1;10.7;1.4;0.4
FR;0;2022-11-05;255;312;1166;9927;13466;3295;54619358;53719685;40779606;7289463;980431;284242;80.5;79.2;60.1;10.7;1.4;0.4
FR;0;2022-11-06;94;102;246;1633;2340;654;54619452;53719787;40779852;7291096;982771;284896;80.5;79.2;60.1;10.7;1.4;0.4
FR;0;2022-11-07;564;526;2249;27402;39125;11012;54620016;53720313;40782101;7318498;1021896;295908;80.5;79.2;60.1;10.8;1.5;0.4
FR;0;2022-11-08;688;606;3849;53032;74334;20088;54620704;53720919;40785950;7371530;1096230;315996;80.5;79.2;60.1;10.9;1.6;0.5
FR;0;2022-11-09;534;524;2691;32389;46374;13242;54621238;53721443;40788641;7403919;1142604;329238;80.5;79.2;60.1;10.9;1.7;0.5
FR;0;2022-11-10;632;751;3639;44595;62889;17363;54621870;53722194;40792280;7448514;1205493;346601;80.5;79.2;60.1;11.0;1.8;0.5
FR;0;2022-11-11;82;92;313;1729;2800;1013;54621952;53722286;40792593;7450243;1208293;347614;80.5;79.2;60.1;11.0;1.8;0.5
FR;0;2022-11-12;212;261;979;7337;10289;2765;54622164;53722547;40793572;7457580;1218582;350379;80.5;79.2;60.1;11.0;1.8;0.5
FR;0;2022-11-13;73;97;213;1262;1978;628;54622237;53722644;40793785;7458842;1220560;351007;80.5;79.2;60.1;11.0;1.8;0.5
FR;0;2022-11-14;452;379;2070;24663;36316;10964;54622689;53723023;40795855;7483505;1256876;361971;80.5;79.2;60.1;11.0;1.9;0.5
FR;0;2022-11-15;626;721;3380;46025;66961;19641;54623315;53723744;40799235;7529530;1323837;381612;80.5;79.2;60.1;11.1;2.0;0.6
FR;0;2022-11-16;572;553;2580;29142;43290;13334;54623887;53724297;40801815;7558672;1367127;394946;80.5;79.2;60.1;11.1;2.0;0.6
FR;0;2022-11-17;575;540;2991;39887;58421;17439;54624462;53724837;40804806;7598559;1425548;412385;80.5;79.2;60.1;11.2;2.1;0.6
FR;0;2022-11-18;628;601;3458;46058;65732;18360;54625090;53725438;40808264;7644617;1491280;430745;80.5;79.2;60.1;11.3;2.2;0.6
FR;0;2022-11-19;270;279;1098;10004;14333;4016;54625360;53725717;40809362;7654621;1505613;434761;80.5;79.2;60.1;11.3;2.2;0.6
FR;0;2022-11-20;79;172;262;1775;2721;860;54625439;53725889;40809624;7656396;1508334;435621;80.5;79.2;60.1;11.3;2.2;0.6
FR;0;2022-11-21;437;354;1956;22023;33160;10371;54625876;53726243;40811580;7678419;1541494;445992;80.5;79.2;60.1;11.3;2.3;0.7
FR;0;2022-11-22;542;438;3171;40421;59845;18302;54626418;53726681;40814751;7718840;1601339;464294;80.5;79.2;60.1;11.4;2.4;0.7
FR;0;2022-11-23;477;416;2325;26525;40430;12915;54626895;53727097;40817076;7745365;1641769;477209;80.5;79.2;60.1;11.4;2.4;0.7
FR;0;2022-11-24;517;432;2965;37907;56896;17984;54627412;53727529;40820041;7783272;1698665;495193;80.5;79.2;60.2;11.5;2.5;0.7
FR;0;2022-11-25;581;589;3152;41009;59652;17483;54627993;53728118;40823193;7824281;1758317;512676;80.5;79.2;60.2;11.5;2.6;0.8
FR;0;2022-11-26;301;263;1064;9525;14013;3972;54628294;53728381;40824257;7833806;1772330;516648;80.5;79.2;60.2;11.5;2.6;0.8
FR;0;2022-11-27;74;70;228;1700;2568;808;54628368;53728451;40824485;7835506;1774898;517456;80.5;79.2;60.2;11.5;2.6;0.8
FR;0;2022-11-28;421;365;1983;25556;38492;12211;54628789;53728816;40826468;7861062;1813390;529667;80.5;79.2;60.2;11.6;2.7;0.8
FR;0;2022-11-29;500;382;3293;47280;71156;22345;54629289;53729198;40829761;7908342;1884546;552012;80.5;79.2;60.2;11.7;2.8;0.8
FR;0;2022-11-30;509;510;2899;37738;56336;17237;54629798;53729708;40832660;7946080;1940882;569249;80.5;79.2;60.2;11.7;2.9;0.8
FR;0;2022-12-01;569;464;3916;52720;79737;25275;54630367;53730172;40836576;7998800;2020619;594524;80.5;79.2;60.2;11.8;3.0;0.9
FR;0;2022-12-02;646;536;4385;62785;92484;27483;54631013;53730708;40840961;8061585;2113103;622007;80.5;79.2;60.2;11.9;3.1;0.9
FR;0;2022-12-03;305;232;1630;18482;26731;7618;54631318;53730940;40842591;8080067;2139834;629625;80.5;79.2;60.2;11.9;3.2;0.9
FR;0;2022-12-04;98;92;434;4356;6441;1856;54631416;53731032;40843025;8084423;2146275;631481;80.5;79.2;60.2;11.9;3.2;0.9
FR;0;2022-12-05;493;457;2928;45710;69089;21916;54631909;53731489;40845953;8130133;2215364;653397;80.5;79.2;60.2;12.0;3.3;1.0
FR;0;2022-12-06;645;517;4662;79832;121779;39610;54632554;53732006;40850615;8209965;2337143;693007;80.5;79.2;60.2;12.1;3.4;1.0
FR;0;2022-12-07;562;491;3613;59323;90545;29582;54633116;53732497;40854228;8269288;2427688;722589;80.5;79.2;60.2;12.2;3.6;1.1
FR;0;2022-12-08;611;465;4594;81375;124200;40887;54633727;53732962;40858822;8350663;2551888;763476;80.5;79.2;60.2;12.3;3.8;1.1
FR;0;2022-12-09;784;561;5739;97592;147387;46829;54634511;53733523;40864561;8448255;2699275;810305;80.5;79.2;60.2;12.4;4.0;1.2
FR;0;2022-12-10;410;406;2481;34855;50557;14712;54634921;53733929;40867042;8483110;2749832;825017;80.5;79.2;60.2;12.5;4.1;1.2
FR;0;2022-12-11;133;105;688;8570;12258;3276;54635054;53734034;40867730;8491680;2762090;828293;80.5;79.2;60.2;12.5;4.1;1.2
FR;0;2022-12-12;523;389;4139;69085;106305;34852;54635577;53734423;40871869;8560765;2868395;863145;80.5;79.2;60.2;12.6;4.2;1.3
FR;0;2022-12-13;717;509;5647;106227;164991;55128;54636294;53734932;40877516;8666992;3033386;918273;80.5;79.2;60.2;12.8;4.5;1.4
FR;0;2022-12-14;596;489;4559;75031;117011;38772;54636890;53735421;40882075;8742023;3150397;957045;80.5;79.2;60.2;12.9;4.6;1.4
FR;0;2022-12-15;665;583;5727;98250;153335;51776;54637555;53736004;40887802;8840273;3303732;1008821;80.5;79.2;60.3;13.0;4.9;1.5
FR;0;2022-12-16;828;656;6467;107125;166680;55414;54638383;53736660;40894269;8947398;3470412;1064235;80.5;79.2;60.3;13.2;5.1;1.6
FR;0;2022-12-17;346;295;2296;32598;48448;14450;54638729;53736955;40896565;8979996;3518860;1078685;80.5;79.2;60.3;13.2;5.2;1.6
FR;0;2022-12-18;93;81;544;6487;9642;2763;54638822;53737036;40897109;8986483;3528502;1081448;80.5;79.2;60.3;13.2;5.2;1.6
FR;0;2022-12-19;593;437;3684;57859;90288;30103;54639415;53737473;40900793;9044342;3618790;1111551;80.5;79.2;60.3;13.3;5.3;1.6
FR;0;2022-12-20;747;533;5249;82010;130834;45060;54640162;53738006;40906042;9126352;3749624;1156611;80.5;79.2;60.3;13.4;5.5;1.7
FR;0;2022-12-21;605;442;3592;52333;84194;29343;54640767;53738448;40909634;9178685;3833818;1185954;80.5;79.2;60.3;13.5;5.6;1.7
FR;0;2022-12-22;649;468;3437;47530;76918;26916;54641416;53738916;40913071;9226215;3910736;1212870;80.5;79.2;60.3;13.6;5.8;1.8
FR;0;2022-12-23;480;426;2635;26896;43427;14919;54641896;53739342;40915706;9253111;3954163;1227789;80.5;79.2;60.3;13.6;5.8;1.8
